,New York,New Jersey,Texas,California,Florida,Massachusetts,Illinois,Pennsylvania,Michigan,Georgia,Arizona,Louisiana,Ohio,Connecticut,Maryland,Indiana,North Carolina,South Carolina,Virginia,Mississippi,Alabama,Tennessee,Washington,Minnesota,Missouri,Colorado,Nevada,Arkansas,Iowa,Wisconsin,Kentucky,Rhode Island,Oklahoma,New Mexico,Puerto Rico,Kansas,Delaware,District of Columbia,Oregon,Nebraska,Idaho,Utah,New Hampshire,West Virginia,North Dakota,South Dakota,Montana,Maine,Hawaii,Vermont,Alaska,Wyoming
2020-06-28,31397,14975,2402,5932,3419,8059,6888,6606,6157,2778,1594,3199,2807,4316,3168,2619,1352,716,1732,1039,919,584,1310,1460,1004,1676,500,264,706,777,558,927,385,492,153,269,507,550,202,267,91,167,367,93,79,91,22,104,18,56,14,20
2020-06-29,31403,14992,2416,5983,3447,8094,6902,6614,6161,2784,1598,3199,2818,4320,3175,2624,1357,720,1740,1059,929,592,1320,1470,1004,1681,504,265,711,777,560,946,385,493,153,273,507,551,204,269,91,168,367,93,79,91,22,105,18,56,14,20
2020-06-30,32032,15035,2455,6082,3505,8053,6923,6649,6193,2805,1645,3221,2863,4322,3190,2640,1380,739,1763,1073,950,604,1332,1476,1005,1690,507,270,716,784,565,950,387,497,153,273,509,551,207,274,92,172,371,93,79,91,22,105,18,56,14,20
2020-07-01,32043,15078,2503,6169,3550,8053,6951,6684,6198,2827,1725,3238,2876,4324,3205,2650,1398,766,1786,1082,972,609,1339,1482,1018,1697,511,277,717,786,572,956,389,500,153,277,509,553,208,276,92,173,373,93,80,93,22,105,18,56,14,20
2020-07-02,32064,15107,2542,6265,3617,8132,6951,6712,6212,2849,1764,3255,2876,4326,3212,2662,1409,784,1816,1092,985,620,1342,1495,1044,1701,525,279,719,793,581,959,395,503,153,280,510,554,209,282,92,176,375,93,80,97,22,105,18,56,14,20
2020-07-03,32137,15164,2592,6315,3684,8149,7005,6746,6215,2857,1798,3278,2903,4335,3223,2681,1419,793,1845,1103,1006,633,1352,1503,1047,1701,528,281,721,796,585,960,398,511,154,282,512,555,209,284,93,181,376,93,80,97,23,105,19,56,15,20
2020-07-04,32157,15189,2607,6334,3702,8172,7014,6749,6218,2857,1817,3278,2907,4335,3236,2687,1422,813,1849,1107,1007,637,1354,1503,1050,1701,530,286,721,796,585,960,398,513,155,283,512,557,213,284,93,181,379,94,80,97,23,107,19,56,16,20
2020-07-05,32206,15211,2628,6373,3731,8183,7020,6753,6218,2860,1825,3288,2911,4335,3243,2693,1423,820,1853,1111,1007,645,1359,1508,1051,1701,534,287,721,796,585,960,398,513,155,284,512,559,215,284,93,184,381,94,80,97,23,109,19,56,16,20
2020-07-06,32219,15229,2677,6441,3778,8198,7026,6754,6221,2878,1829,3296,2927,4338,3246,2698,1432,827,1853,1114,1007,652,1369,1511,1051,1691,537,292,723,796,593,960,399,515,155,285,512,561,215,283,94,190,382,95,80,97,23,109,19,56,16,20
2020-07-07,32243,15281,2778,6573,3841,8213,7273,6787,6251,2899,1927,3319,2970,4338,3266,2717,1446,846,1881,1158,1033,665,1384,1514,1067,1696,548,301,732,805,602,969,404,519,157,289,514,561,220,282,94,194,384,95,84,98,23,110,19,56,17,21
2020-07-08,32251,15332,2875,6718,3889,8243,7309,6812,6262,2922,1963,3339,2991,4343,3275,2732,1462,884,1905,1188,1058,685,1394,1523,1069,1704,553,305,736,807,608,971,407,527,159,289,515,564,224,282,98,201,386,95,85,98,23,110,19,56,17,21
2020-07-09,32283,15448,3006,6859,4009,8268,7329,6848,6271,2930,2038,3355,3006,4348,3288,2739,1477,905,1937,1204,1068,710,1409,1528,1073,1706,571,309,741,809,612,974,410,533,159,293,517,568,230,284,100,205,387,95,85,101,25,111,19,56,17,21
2020-07-10,32331,15479,3062,6955,4102,8296,7345,6880,6285,2965,2082,3380,3032,4348,3303,2748,1497,929,1958,1215,1104,723,1424,1533,1084,1724,579,313,743,814,620,976,416,539,159,293,517,568,232,286,101,207,390,95,85,107,28,111,19,56,17,21
2020-07-11,32343,15525,3138,7027,4197,8310,7369,6897,6313,2996,2151,3403,3036,4348,3310,2756,1513,951,1962,1230,1114,738,1424,1537,1091,1725,592,319,748,821,622,976,421,543,167,295,517,568,232,285,102,212,391,96,87,109,29,112,19,56,17,21
2020-07-12,32350,15525,3216,7051,4242,8325,7388,6904,6314,3003,2237,3416,3058,4348,3319,2760,1522,961,1966,1249,1121,741,1438,1540,1092,1725,593,321,752,820,625,976,422,545,167,297,517,568,234,285,102,215,391,96,87,109,29,114,19,56,17,21
2020-07-13,32395,15560,3276,7089,4277,8330,7394,6911,6321,3026,2246,3423,3064,4371,3325,2762,1529,972,1968,1250,1124,749,1399,1542,1105,1727,593,323,755,820,629,984,424,548,167,298,517,568,237,288,102,216,391,97,87,109,32,114,22,56,17,21
2020-07-14,32408,15582,3362,7250,4409,8340,7419,6931,6326,3054,2337,3445,3069,4372,3334,2775,1571,993,1977,1272,1164,767,1404,1548,1114,1738,612,331,757,826,635,985,428,551,169,299,518,568,244,286,103,226,392,97,88,109,34,114,22,56,17,22
2020-07-15,32427,15634,3498,7375,4521,8368,7427,6957,6330,3091,2434,3461,3075,4380,3341,2785,1589,998,1992,1290,1211,783,1421,1558,1119,1744,618,335,777,827,645,987,432,557,171,304,521,571,247,291,110,233,394,98,88,111,34,114,22,56,17,22
2020-07-16,32446,15665,3657,7489,4677,8380,7452,6984,6348,3105,2492,3485,3103,4389,3347,2795,1607,1070,2007,1308,1230,796,1427,1566,1121,1745,626,341,781,831,650,988,438,562,172,305,521,574,249,299,114,234,395,99,89,115,35,114,22,56,17,24
2020-07-17,32463,15684,3820,7603,4805,8402,7465,7004,6355,3132,2583,3509,3112,4396,3359,2803,1623,1096,2013,1332,1265,815,1434,1573,1125,1751,637,353,785,833,658,990,445,565,177,306,521,577,254,301,118,235,395,100,90,116,37,115,23,56,17,24
2020-07-18,32478,15699,3939,7702,4895,8419,7483,7015,6364,3169,2730,3509,3132,4396,3368,2820,1648,1135,2025,1346,1286,838,1444,1578,1136,1752,646,357,789,843,667,990,451,569,178,308,523,578,257,301,119,243,396,100,90,116,37,117,24,56,18,24
2020-07-19,32495,15706,4012,7715,4982,8431,7488,7022,6366,3174,2761,3543,3174,4396,3377,2822,1652,1155,2027,1355,1287,843,1447,1581,1136,1752,647,357,793,844,670,990,451,571,178,309,523,578,260,301,119,243,398,100,92,118,37,117,24,56,18,25
2020-07-20,32506,15715,4106,7770,5072,8433,7494,7025,6373,3177,2784,3462,3189,4406,3382,2825,1677,1164,2031,1358,1291,847,1453,1585,1138,1758,648,363,798,846,671,995,452,578,180,312,523,579,262,313,122,247,398,100,93,118,39,117,24,56,18,24
2020-07-21,32520,15737,4199,7888,5206,8450,7517,7051,6382,3254,2918,3498,3219,4406,3402,2846,1705,1221,2048,1389,1303,871,1465,1588,1148,1763,676,374,806,859,674,996,461,588,180,316,525,580,269,310,126,251,400,101,94,118,40,118,24,56,18,25
2020-07-22,32558,15707,4439,8047,5345,8468,7540,7077,6388,3335,2974,3558,3235,4406,3405,2863,1732,1285,2051,1423,1364,888,1468,1592,1159,1771,704,380,814,865,677,997,474,591,185,321,527,580,271,311,135,260,402,101,96,119,42,118,25,56,19,25
2020-07-23,32594,15730,4622,8201,5518,8484,7560,7093,6395,3361,3063,3574,3256,4410,3409,2880,1756,1334,2054,1436,1397,925,1482,1601,1189,1786,709,386,820,878,684,1001,477,596,188,322,529,581,273,316,138,267,405,102,97,121,43,118,26,56,19,25
2020-07-24,32596,15765,4790,8337,5653,8498,7577,7116,6400,3443,3143,3715,3297,4413,3422,2884,1789,1385,2067,1463,1438,938,1495,1606,1195,1790,722,394,826,878,691,1002,484,601,191,330,578,581,282,316,144,273,407,103,99,122,46,118,26,56,19,25
2020-07-25,32608,15776,4990,8408,5777,8510,7589,7124,6400,3494,3286,3715,3297,4413,3433,2895,1811,1465,2075,1478,1456,964,1494,1611,1200,1794,732,399,826,891,696,1002,496,607,201,329,579,581,282,316,144,274,409,103,99,122,46,119,26,56,20,25
2020-07-26,32630,15787,5076,8448,5854,8529,7590,7127,6400,3498,3305,3763,3307,4413,3440,2903,1817,1491,2078,1493,1473,967,1501,1614,1209,1794,734,401,829,892,700,1002,496,614,201,331,579,581,289,316,146,274,409,103,99,123,46,119,26,56,20,25
2020-07-27,32645,15804,5713,8494,5931,8536,7608,7131,6405,3509,3304,3786,3344,4418,3447,2906,1838,1506,2082,1498,1491,978,1518,1616,1221,1799,739,408,836,893,709,1004,496,619,201,333,579,582,289,317,152,281,409,104,99,123,47,119,26,56,21,25
2020-07-28,32653,15825,5913,8679,6117,8551,7638,7154,6421,3563,3408,3812,3382,4423,3458,2924,1860,1565,2095,1540,1491,999,1548,1620,1232,1807,759,428,839,906,719,1005,509,626,209,340,580,583,303,321,160,286,409,108,100,123,51,121,26,56,22,26
2020-07-29,32658,15798,6193,8908,6333,8580,7654,7171,6422,3642,3454,3883,3422,4425,3478,2932,1888,1615,2125,1563,1538,1020,1555,1629,1239,1822,780,434,854,911,724,1007,523,632,211,349,581,584,311,324,173,292,411,111,102,129,54,121,26,56,22,26
2020-07-30,32683,15809,6442,9026,6586,8580,7670,7194,6443,3671,3626,3925,3442,4431,3488,2946,1922,1667,2141,1611,1565,1033,1564,1634,1255,1822,801,442,865,919,731,1007,536,635,214,357,581,584,316,328,177,300,415,112,103,129,55,122,26,57,23,26
2020-07-31,32689,15819,6576,9214,6843,8609,7692,7207,6450,3752,3694,3949,3489,4432,3493,2965,1942,1712,2174,1663,1580,1060,1564,1640,1265,1838,830,453,872,934,735,1007,541,642,219,358,585,584,322,332,188,304,415,116,103,130,60,123,26,57,23,26
