,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-05-26,15899,410,16864,6180,99387,24565,41303,9066,8334,52255,43983,643,2626,113195,32078,17703,9199,8951,38054,2109,47687,93693,55104,21960,13731,12579,479,12619,8057,4231,155764,7130,363836,24455,2422,33006,6138,3967,72778,3324,14210,10416,4653,20895,57468,8620,967,39342,20181,1774,15863,850
2020-05-27,16263,411,17318,6277,101050,24767,41288,9096,8406,52634,44638,644,2699,114306,32437,18369,9291,9077,38497,2137,48423,94220,55608,22464,14044,12816,481,12984,8150,4286,156628,7252,364965,24916,2439,33439,6229,4038,73557,3397,14353,10623,4710,21285,58838,8706,971,40249,20406,1899,16462,860
2020-05-28,16749,424,17877,6538,103813,25121,41559,9171,8492,53285,45266,647,2770,115833,33068,18586,9371,9185,38802,2189,49709,94895,56014,22947,14372,12981,485,13249,8248,4389,157185,7364,366733,25800,2481,33915,6273,4086,74220,3486,14494,10788,4793,21679,60625,8921,974,41401,20764,1935,16974,876
2020-05-29,17262,429,18472,6777,106622,25612,41762,9236,8538,54497,45881,649,2770,117455,33558,18957,9662,9464,38802,2226,50988,95512,56621,23531,14793,13084,493,13648,8376,4492,158844,7493,368284,26885,2520,34566,6338,4131,74984,3647,14635,11131,4866,22063,61254,9264,975,42533,21071,1951,17707,891
2020-05-30,17689,433,19258,7013,109895,26098,42022,9422,8717,55424,46331,651,2803,118917,34211,19244,9690,9704,39577,2282,52015,96301,56969,24190,15229,13298,505,13905,8517,4492,159608,7624,369660,27794,2554,35033,6418,4185,75697,3718,14819,11394,4960,22566,63045,9533,977,43611,21349,1989,18230,898
2020-05-31,18200,459,19936,7253,111951,26378,42201,9498,8801,56163,47063,652,2839,120260,34574,19552,9700,9704,39916,2325,52778,96965,57397,24850,15523,13438,515,14101,8628,4651,160445,7689,370770,28785,2577,35513,6418,4243,76129,3776,14928,11861,4993,22566,64744,9797,981,44607,21702,2010,18403,903
2020-06-01,18525,466,20129,7443,114733,26577,42740,9605,8857,56830,47902,652,2839,121234,34830,19699,9920,10046,40341,2349,53327,100805,57532,25208,15752,13724,519,14345,8702,4685,160918,7800,371711,29592,2625,35984,6573,4302,76646,3873,14991,12148,5034,22566,65732,9999,983,45398,22239,2028,18543,910
2020-06-02,18734,486,21264,7818,117215,26788,42979,9685,8886,57447,48207,653,2933,122848,35237,20019,9965,10185,40746,2377,54175,101163,57731,25508,16041,14015,523,14616,8858,4749,161545,8024,373040,30023,2646,36350,6692,4335,77225,3935,15112,12415,5067,24342,67569,10202,988,46239,22516,2056,18917,912
2020-06-03,18954,504,22356,8067,119348,27060,43091,9712,9016,58764,48894,653,2933,123830,35712,20300,10092,10410,41133,2418,54982,101592,58035,25870,16322,14189,525,14885,8951,4795,162068,8140,374085,31276,2679,36792,6805,4399,77780,4023,15219,12415,5162,24833,69122,10497,990,46905,22764,2077,19400,915
2020-06-04,19262,512,22886,8425,122168,27360,43239,9746,9120,60183,49859,655,2990,124759,36096,20806,10167,10705,41562,2446,55858,102063,58241,26273,16560,14438,539,15139,9129,4876,162530,8353,375133,32075,2706,37282,6907,4474,78335,4508,15325,12415,5247,25190,70802,10813,1026,47856,23024,2102,19892,921
2020-06-05,19910,523,24439,8651,125738,27615,43460,9773,9199,61488,50621,664,3111,125915,36578,21154,10306,10977,41989,2482,56770,102557,63777,26980,16769,14572,541,15406,9309,4953,163336,8672,376208,33295,2745,37758,7007,4570,78815,4620,15441,13453,5277,25664,72610,11252,1027,48532,23483,2119,20249,933
2020-06-06,20355,535,25451,9101,128593,27848,43818,9845,9269,62758,51359,673,3139,126890,36997,21478,10361,11287,42486,2524,57482,103132,64229,27501,17039,14951,540,15572,9491,5019,163893,8800,377316,34718,2816,38111,7059,4570,79505,4915,15441,13453,5367,26177,74652,11798,1046,49397,23767,2136,20571,939
2020-06-07,20777,543,26989,9426,130615,28001,43968,9942,9332,63938,51898,675,3139,127757,37397,21712,10406,11287,42816,2570,57973,103436,64648,27886,17270,15023,545,15664,9669,5043,164164,8940,378097,35625,2861,38476,7150,4662,79908,4985,15441,14286,5438,26493,75697,12066,1063,50679,24078,2144,20835,947
2020-06-08,21268,562,27678,9740,133816,28183,44092,9972,9389,64904,52497,676,3189,128415,37623,22007,10544,11476,43050,2588,58404,103626,64944,28224,17768,15158,548,15786,9816,5079,164497,9062,378799,36517,2880,38837,7205,4922,80339,5046,15642,14800,5471,27005,76689,12322,1075,51251,24378,2161,21038,960
2020-06-09,21834,572,28296,10080,136641,28347,44179,10020,9474,66000,53249,682,3221,129212,38033,22237,10609,11707,43612,2606,58904,103889,64998,28523,18123,15352,554,15918,10045,5079,164796,9105,379482,37227,2901,39162,7363,4988,80870,5185,15691,15228,5523,27575,78427,12559,1084,51738,24630,2169,21308,970
2020-06-10,22659,592,29852,10368,139715,28499,44347,10056,9537,67371,53980,685,3260,129837,38337,22626,10750,11883,44030,2637,59465,104156,65182,28869,18483,15512,561,16058,10218,5178,165346,9250,380156,38473,2941,39575,7483,5060,81316,5329,15756,15759,5604,27930,80986,12864,1095,52177,24892,2194,21593,980
2020-06-11,23370,609,31267,10816,143377,28647,44461,10106,9589,69069,54973,692,3260,130603,38748,22973,10823,11945,44472,2667,60197,104667,65449,29316,18483,15699,563,16315,10473,5209,165816,9367,380892,39584,2980,40004,7626,5237,81848,5352,15862,16441,5665,28340,82940,13252,1110,52647,25176,2217,21926,1009
2020-06-12,24405,624,33039,11547,146659,28822,44689,10173,9654,70971,55783,706,3353,131198,39146,23350,10973,12166,44995,2721,60613,105059,65672,29795,19091,15997,573,16522,10704,5251,166164,9526,381714,41417,3016,40424,7849,5377,82481,5536,15947,17170,5742,29118,85051,13577,1119,53211,25542,2249,22246,1027
2020-06-13,25364,653,34660,12095,150018,29017,44994,10229,9709,73552,56804,723,3353,131871,39543,23717,11020,12445,46283,2757,61305,105395,65836,30172,19348,16232,588,16640,10997,5299,166605,9621,382630,42845,3058,40851,8073,5377,82944,5690,15947,17955,5833,29549,87192,13981,1125,53869,25825,2274,22518,1050
2020-06-14,26182,660,35706,12501,152300,29130,45088,10264,9767,75568,57681,728,3399,132543,39909,23926,11101,12445,46619,2793,61701,105603,66054,30471,19516,16262,601,16730,11201,5318,166881,9723,383324,44264,3080,41148,8231,5377,83203,5811,15947,18795,5898,30343,88779,14313,1127,54506,26158,2290,22758,1060
2020-06-15,26485,663,36844,12917,155726,29299,45235,10340,9799,77326,58414,736,3399,133016,40430,24082,11319,12647,47172,2810,62032,105690,66085,30693,19799,16611,609,16851,11315,5345,167103,9845,383944,45114,3101,41576,8417,5820,83589,5890,16093,19378,5928,31004,90488,14608,1128,54886,26530,2322,22932,1079
2020-06-16,27034,675,39185,13191,158961,29442,45349,10403,9818,80109,59078,736,3462,133639,40786,24179,11411,12647,47706,2819,62409,105885,66269,30882,20152,16857,614,17038,11683,5364,167426,9933,384575,45907,3124,42010,8645,6098,83978,5951,16164,19990,5966,31751,93764,14937,1131,55331,26787,2341,23198,1089
2020-06-17,27941,695,40937,13606,162798,29671,45429,10444,9847,82719,60030,744,3632,134185,41013,24460,11644,12995,48634,2836,62969,106151,66497,31296,20641,17069,630,17231,11854,5436,167703,10065,385142,46934,3166,42422,8904,6218,84289,6003,16213,20556,6050,32114,98119,15344,1130,55775,27193,2376,23456,1114
2020-06-18,28676,707,43445,13928,167086,29901,45440,10499,9903,85926,60912,762,3743,134778,41438,24861,11753,13197,48634,2878,63229,106422,66798,31675,20641,17371,655,17414,12169,5450,168107,10153,385760,48168,3193,43122,9355,6366,84683,6111,16269,21533,6109,32770,101566,15839,1135,56238,27608,2418,23876,1144
2020-06-19,29225,720,46910,14631,170862,30187,45557,10611,9952,89748,62009,789,3871,135470,41746,25274,12021,13454,48515,2913,63548,106650,67097,32031,20641,17667,666,17588,12524,5486,168496,10260,386556,50018,3226,43731,9707,6572,85199,6195,16337,22608,6158,34017,105635,16425,1144,56793,28225,2468,24154,1173
2020-06-20,29683,741,50127,15142,175213,30348,45715,10681,9984,93797,63809,789,4004,136104,42061,25496,12097,13630,49385,2938,63956,106936,67545,32467,20641,18056,698,17707,12976,5518,168834,10430,387272,51390,3251,44261,10038,6572,85590,6463,16337,23756,6225,34446,110250,17068,1147,57443,28676,2500,24539,1179
2020-06-21,30122,752,52591,15561,178546,30539,45755,10775,10020,97291,64701,814,4006,136762,42423,25963,12136,13750,49778,2957,64306,107061,67711,32920,20641,18459,717,17812,13240,5544,169142,10565,387936,52801,3288,44808,10516,6572,85935,6525,16337,24661,6297,35102,113112,17462,1159,57994,28874,2533,24819,1197
2020-06-22,30771,758,54599,16083,184765,30705,45782,10820,10058,100217,65928,816,4254,137224,42633,26146,12428,13839,50239,2971,64603,107210,67957,33227,22329,18592,734,17963,13528,5558,169415,10694,388488,53964,3313,45537,10734,7083,86576,6564,16459,25666,6326,35553,118222,17906,1163,58465,29394,2552,25068,1230
2020-06-23,31889,760,58378,16678,191477,30893,45899,10847,10094,103503,67810,819,4254,137825,42871,26469,12537,14141,51595,2996,65007,107439,68197,33469,22898,19005,743,18099,13528,5571,169734,10838,389085,54639,3320,46127,11031,7274,87208,6685,16533,26572,6353,36303,123440,18300,1164,58994,29874,2593,25331,1254
2020-06-24,32878,789,60190,17375,195925,31155,45913,10889,10128,109014,69381,835,4402,138540,43140,26601,12930,14363,52477,3017,65337,107611,68555,33763,23424,19123,766,18221,13528,5598,169892,10990,389666,56527,3362,46759,11510,7444,87685,6820,16606,27897,6419,37235,129210,18784,1184,59514,30372,2631,25763,1282
2020-06-25,33880,813,63281,18062,201112,31479,45994,10980,10159,114018,71095,851,4865,139434,43655,27373,13107,14617,53415,3070,65777,107837,68989,34123,24516,19637,803,18346,14859,5638,170196,11192,390415,57472,3393,47651,11948,7568,88141,6877,16640,29022,6479,38034,134997,19374,1191,59946,30866,2694,26227,1326
2020-06-26,34903,833,66659,18740,206844,31796,46059,11017,10185,122960,72995,866,4865,140291,44140,27717,13462,14859,54769,3102,66115,108070,69329,34616,25066,20216,829,18524,15240,5671,170584,11408,391220,59158,3421,48638,12347,7818,88860,6922,16661,30335,6535,39444,140671,20050,1198,60570,31422,2730,26747,1368
2020-06-27,35083,851,70124,19310,210584,32022,46206,11091,10216,132545,74985,872,5322,141077,44575,28073,13617,15167,54769,3154,66450,108443,69679,35033,25531,20572,852,18775,16339,5717,170873,11619,391923,60812,3458,49455,12646,8094,89446,7066,16661,31939,6626,40172,146254,20628,1200,61247,31766,2782,27286,1392
2020-06-28,36503,880,73920,19818,215296,32307,46303,11226,10248,141075,77210,899,5322,141723,44930,28520,13847,15232,56236,3191,66777,108667,69946,35549,25892,20689,863,18899,17160,5747,171182,11809,392539,62248,3495,50309,12947,8341,89863,7189,16661,33320,6681,40172,151045,21100,1202,61736,32267,2832,27743,1417
2020-06-29,37589,901,74545,20257,223646,32511,46362,11376,10292,146341,79417,900,5752,142461,45228,28845,14209,15347,57081,3219,67254,108768,70223,35861,26567,20825,919,19042,17894,5760,171272,11982,393403,63736,3539,51046,13175,8485,90467,7250,16764,34644,6716,42297,157434,21664,1208,62189,32831,2870,28058,1450
2020-06-30,38477,937,79228,20777,231232,32715,46514,11474,10327,152434,81291,917,6117,143185,45594,29074,14370,15624,58095,3253,67559,108882,70728,36303,27247,21001,967,19177,18456,5782,171667,12147,393454,65327,3576,51789,13757,8656,91139,7465,16813,36399,6764,43509,163737,22217,1208,62787,33439,2905,28659,1487
2020-07-01,39647,975,84105,21197,238681,33029,46572,11510,10365,158997,84242,926,6370,144013,45952,29514,14830,15842,60178,3294,67918,108882,71089,36716,27900,21035,1016,19310,19101,5802,171928,12276,394079,66751,3615,52865,14119,8931,91775,7537,16853,37919,6826,45315,172859,22716,1210,63203,34152,2979,29199,1514
2020-07-02,41340,1014,87445,22075,246550,33352,46646,11731,10390,169106,87709,946,6593,144013,46387,30259,15002,16079,61561,3328,68423,109338,71678,37210,28770,22636,1083,19452,19733,5822,172356,12520,394954,68216,3657,52865,14531,9294,92612,7608,16941,39701,6893,46890,180169,23270,1227,63735,34909,3053,29738,1550
2020-07-03,42255,1060,91872,22622,250514,33612,46717,11923,10435,178594,90493,975,6994,145750,46915,30463,15659,16376,63289,3373,68961,109628,72175,37624,29684,23160,1128,19660,20718,5857,172742,12776,395872,70262,3722,55257,15069,9636,93392,7683,16991,41532,6978,48712,186319,23866,1236,64393,35260,3126,30317,1582
2020-07-04,43216,1107,94567,23209,252895,33866,46717,11996,10447,190052,93319,999,7370,146612,47432,31061,15911,16376,63289,3397,69341,109838,72581,37624,30674,23583,1167,19827,21575,5872,173033,13063,396598,71670,3779,56183,15648,9930,93922,7787,16991,43386,7028,50140,192796,24542,1238,65109,35902,3205,31055,1606
2020-07-05,44022,1134,98103,23814,264681,34065,46717,12128,10482,200111,95516,1023,7733,147251,48201,31517,16081,16376,65226,3415,69632,109974,72941,38136,30900,23816,1212,19929,22418,5897,173402,13256,397131,72992,3816,57150,15931,10230,94403,7916,16991,44847,7063,51316,196377,24952,1249,65748,36959,3262,31577,1634
2020-07-06,44932,1162,101455,24253,271035,34257,46976,12293,10515,206447,97064,1030,8052,147865,48524,31758,16638,17152,66327,3423,69904,110137,73267,38569,31257,24211,1249,20046,22909,5914,173611,13507,397649,74775,3849,57956,16362,10395,95100,8585,16991,46380,7105,52039,206410,25469,1251,66102,37393,3442,32061,1675
2020-07-07,46348,1180,105094,24512,284012,34664,47033,12414,10569,213794,100470,1071,8539,149574,48626,32153,16860,17519,68263,3440,70396,110338,73900,39133,32214,24918,1327,20201,23785,5932,173878,13727,398237,76290,3898,58904,17220,10605,95898,8714,17154,47352,7163,53514,216769,26033,1254,66740,37916,3505,32556,1709
2020-07-08,48149,1222,108614,25246,292560,35116,47108,12462,10642,223783,103890,1094,8969,150554,49063,32624,17332,17919,70151,3460,70861,110602,74551,39589,32888,25590,1371,20425,24301,5952,174039,14017,398929,77687,3971,60181,17894,10817,96725,8745,17204,48909,7242,55986,226133,26755,1256,67375,38563,3707,33154,1740
2020-07-09,49695,1268,112671,26052,302484,35525,47209,12531,10679,232718,106727,1130,9429,151572,49575,33254,17785,18245,71994,3486,71447,110897,75063,40163,33591,26410,1466,20623,24904,5973,174270,14251,399513,79656,4071,61331,18497,11188,97542,8862,17243,50691,7336,57591,237792,27356,1272,67988,39202,3826,33908,1769
2020-07-10,51329,1323,116892,26803,310885,36191,47287,12652,10743,244151,111217,1158,9929,152899,50300,34172,18303,18672,74636,3499,71910,111110,75685,40767,34622,27069,1593,20777,25908,5991,174628,14549,400299,82032,4155,62856,19092,11454,98482,9137,17312,52419,7401,59546,247074,28223,1277,68931,39806,3983,34753,1790
2020-07-11,52802,1385,119930,27864,318761,36591,47287,12743,10801,254511,114401,1200,10506,154094,51079,34658,18687,19121,76803,3520,72467,111398,76370,41571,35419,27606,1677,20998,26838,6024,174959,14773,401029,83906,4243,64214,19779,11851,99216,9366,17312,54699,7454,61006,255320,28855,1283,69782,40672,4146,35679,1839
2020-07-12,54781,1479,122467,28367,324543,36913,47287,12804,10847,269811,116935,1220,10903,155048,51612,35410,18981,19389,78122,3539,73109,111597,76776,42281,36287,27880,1758,21172,27683,6054,175298,15028,401706,85771,4334,65592,20235,12170,99794,9654,17312,56648,7499,61960,263551,29484,1296,70670,41749,4244,36448,1862
2020-07-13,56168,1539,123824,28939,333357,37236,47510,12879,10906,282435,120572,1243,11404,155931,52037,35631,19645,19653,79827,3558,73527,111827,77198,42772,36680,28289,1843,21399,28515,6068,175522,15291,402263,87669,4442,66853,20746,12438,100330,10010,17487,58168,7524,65274,270707,30030,1301,71642,42295,4313,36942,1903
2020-07-14,58284,1579,128097,29812,346211,37686,47530,12969,10946,291629,123963,1264,11720,156638,52685,35866,19887,20223,82042,3566,74260,112130,77864,43170,37542,29240,1952,21717,29619,6091,175915,15514,403175,90000,4493,67995,21740,12805,101266,10123,17588,60389,7572,66788,281105,30478,1305,72443,43037,4407,37906,1950
2020-07-15,60194,1631,131354,30297,354885,38155,47636,13050,11026,301810,127838,1292,12449,157825,53370,36536,20349,20677,84131,3578,75016,112347,78913,43742,38567,30057,2096,21979,30468,6113,176278,15841,404006,91837,4565,69311,22814,13081,102269,10379,17640,62245,7652,69061,292477,30891,1318,73527,44299,4557,38727,1985
2020-07-16,62128,1693,134613,31114,364706,38726,47750,13114,11076,315775,131287,1311,13134,159082,54080,37350,20817,21083,86411,3598,75664,112581,79839,44347,39797,30873,2231,22134,31915,6139,176501,16138,404775,93708,4668,70601,23440,13509,103075,10574,17711,64083,7694,71540,306424,31845,1325,74431,45052,4657,39627,2026
2020-07-17,64152,1734,138523,31762,373259,39344,47893,13337,11115,327241,135192,1334,13753,160509,54813,37903,21388,21605,88590,3636,76371,112879,80593,45013,40829,31738,2366,22361,33295,6165,176551,16456,405551,95570,4792,72280,24140,13802,104079,11120,17793,66060,7789,73819,318175,32572,1334,75433,46022,4783,40507,2069
2020-07-18,66181,1796,141265,32533,380745,39788,47893,13429,11194,337569,139880,1354,14303,161785,55654,38313,21693,22184,88590,3645,77206,113238,81338,45470,41846,32704,2471,22481,34477,6188,176814,16736,406305,98092,4907,73821,25057,14149,104780,11453,17793,67612,7862,76336,327611,33332,1338,76373,46956,4894,41485,2108
2020-07-19,67733,1875,143624,33228,386906,40142,47893,13519,11261,350047,143129,1381,14874,162750,56571,38813,21996,23161,91706,3687,78131,113534,81868,46204,42638,33521,2533,22583,35765,6203,176783,16971,406807,99803,5019,74932,25266,14579,105384,12063,17793,69986,7906,78115,335654,34117,1350,77430,47751,4990,42315,2126
2020-07-20,69236,1950,145183,33927,397870,40566,48055,13624,11339,360394,145582,1393,15268,163922,57206,39343,22656,23414,94892,3711,78685,113789,82395,47107,43889,34102,2620,22847,36713,6249,176963,17215,407326,101231,5126,76168,25436,14847,106405,12461,17904,71445,7943,79754,344484,34526,1360,78375,48590,5084,43018,2187
2020-07-21,70600,2042,148683,34655,409305,41059,48096,13746,11427,369834,148988,1418,15823,164864,57916,39721,22929,24060,96583,3723,79545,114033,83059,47457,45524,35194,2711,23190,37528,6262,177256,17517,408181,103216,5207,77215,26326,15139,107460,12940,17986,73337,8019,81944,352767,35012,1366,79371,49250,5172,44135,2238
2020-07-22,72594,2131,150609,35246,421286,41698,48223,13792,11529,379619,152302,1435,16322,166475,58673,40208,23481,24540,99354,3722,80172,114320,83730,47961,47071,36497,2812,23486,38657,6295,177645,17828,408886,105276,5367,78742,27298,15393,108187,13038,18062,75042,8077,84417,364292,35578,1366,80393,49982,5212,44847,2288
2020-07-23,74685,2193,152944,36259,430773,42313,48232,13924,11571,389868,156607,1490,16737,168096,59602,40796,23956,25147,101650,3737,80836,114647,84431,48721,48053,38060,2909,23818,39919,6318,177887,18163,409697,107125,5493,80186,27969,15713,109037,13473,18148,76606,8143,86987,373803,36099,1377,81237,50832,5452,45899,2347
2020-07-24,76795,2249,156301,37249,440185,42980,48776,14202,11649,402312,161420,1549,17265,169696,60598,41434,24554,25932,103734,3757,81766,114985,85072,49488,49585,39635,3038,24174,40885,6375,178345,18475,410450,109728,5614,81746,29116,16104,110292,13967,18224,78607,8200,89078,381162,36962,1385,82364,51870,5653,46917,2405
2020-07-25,78188,2339,160041,37981,446452,43789,48776,14175,11717,414511,165188,1620,17265,171122,61520,41886,25009,26764,103734,3790,83054,115268,85622,50291,50981,41034,3259,24395,41816,6415,178858,18788,411200,111421,5736,83184,30081,16104,111115,14540,18224,80008,8305,90796,390803,37623,1396,83609,52669,5775,47870,2446
2020-07-26,79948,2525,162014,38623,452288,44336,48776,14290,11780,423855,167953,1683,18178,172663,62372,42357,25290,27082,107574,3814,83748,115637,86661,51153,52154,42160,3341,24618,42843,6436,179363,19042,411736,112937,5876,84073,31285,16758,111745,15143,18224,81199,8395,93936,394669,37973,1400,84567,53339,5889,48827,2475
2020-07-27,81256,2623,163827,39447,458121,44565,48983,14406,11858,432747,170843,1711,18692,173894,62907,42696,25804,27586,109917,3832,84876,115926,87173,51803,52781,43489,3380,24899,43831,6441,179812,19502,412344,114916,5986,85177,32685,17088,112995,15431,18515,82417,8444,96489,401119,38409,1402,86072,54201,5999,49417,2520
2020-07-28,82698,2730,165934,40181,470762,45314,49077,14476,11945,441977,175052,1757,19220,174968,63678,42928,26058,28111,111038,3838,85524,116182,87958,52281,54085,45181,3474,25157,44936,6500,180295,19791,412878,116700,6141,86497,33775,17408,114083,15840,18725,84109,8492,99044,409885,38855,1405,86994,54979,6120,50179,2589
2020-07-29,84652,2798,168273,40968,484913,45796,49540,14602,11999,451423,178323,1865,19674,176363,64299,43623,26591,28727,112773,3866,86285,116684,88974,52947,55804,46942,3676,25422,45806,6513,180600,20136,413593,118387,6227,87893,34623,17721,114939,16061,18800,85846,8641,100822,420556,39194,1406,87993,55751,6277,51049,2628
2020-07-30,86664,2879,170798,41759,492934,46204,49670,14689,12057,461379,182286,1989,20242,178135,65253,44285,26885,29386,114481,3888,87177,117098,89781,53692,57579,49139,3814,25766,46824,6544,180970,20388,414370,120532,6301,89626,35740,18131,115807,16572,18950,87572,8685,102871,429579,39696,1407,88904,56736,6375,52108,2686
2020-07-31,88266,2990,174010,42511,500556,46809,49810,14788,12057,470386,186352,2111,20716,180115,66154,44753,27364,30151,116280,3912,88346,117612,90574,54463,58747,50616,3965,26211,48088,6583,181660,20600,415014,122298,6469,91159,36487,18492,116787,16781,19022,89016,8764,105959,440681,40196,1414,89888,57586,6579,52940,2726
2020-08-01,90299,3136,177002,43173,506613,47267,49810,14877,12057,480028,190012,2197,21110,181754,67122,45293,27592,30723,116280,3937,89365,118040,91332,55188,59881,51632,4081,26391,49074,6614,182029,20796,415767,124006,6602,92087,37731,18817,117468,17872,19022,90599,8867,108184,446789,40702,1421,90801,58216,6738,54002,2769
2020-08-02,91458,3280,178467,43810,512175,47727,49810,14949,12057,487132,193177,2242,21110,183224,67857,45723,27871,31185,119747,3958,90274,118458,91758,55947,60553,52184,4193,26702,50205,6634,182350,21016,416298,125330,6660,93031,38225,19097,118033,18411,19022,91788,8955,109627,449977,41175,1426,91782,58767,6858,54924,2808
2020-08-03,92502,3341,179497,44597,516851,47968,50062,15055,12313,491884,195435,2448,21670,184522,68433,45905,28432,31508,120846,3970,91144,118657,92374,56560,61125,53214,4233,26956,51199,6660,182614,21130,416843,127630,6785,93963,38602,19366,118894,18791,19246,92951,9020,110636,459256,41529,1427,93106,59447,6978,55328,2848
2020-08-04,93457,3394,180505,45381,526685,48394,50110,15137,12398,497330,197948,2591,22236,185993,69255,46231,28782,32197,124461,3977,91854,119203,93175,57162,62199,54422,4314,27178,52179,6693,182970,21340,417589,128715,6933,95106,39463,19699,119724,19324,19390,94190,9079,112441,470160,41907,1431,94251,60132,7059,56056,2884
2020-08-05,95323,3448,182203,46293,530606,48988,50225,15296,12443,502739,201713,2763,22708,187752,69975,46836,29256,32741,125943,3994,92426,119643,93893,57779,63444,55614,4429,27489,52828,6719,183327,21566,418225,129733,7057,96305,40564,19978,120446,19651,19481,95472,9168,114098,480704,42328,1436,95049,60963,7162,56940,2923
2020-08-06,97044,3483,183656,47028,541339,49436,50245,15365,12518,510389,204895,2914,23401,189705,71015,47559,29617,33254,127246,3999,93005,119874,94656,58640,64400,56773,4602,27821,53557,6742,183701,21773,418928,131802,7177,97471,41401,20224,121247,19934,19611,96797,9273,116350,488041,42915,1445,95867,61686,7278,57779,2953
2020-08-07,98895,3536,185053,48039,546814,49893,50320,15445,12589,518075,209004,3115,23925,191808,72254,48040,30137,33796,128746,4016,93806,120291,95470,59185,65436,57837,4757,28104,54533,6779,184061,21965,419642,133337,7327,98675,42255,20635,122028,20686,19738,98219,9371,118782,495960,43375,1448,97882,62583,7452,58768,3000
2020-08-08,99854,3613,186107,48811,554388,50324,50320,15502,12653,526577,213427,3346,24497,193998,73287,48535,30463,34578,128746,4028,94581,120711,96191,60101,66646,58021,4889,28245,55419,6818,184429,22115,420345,134948,7508,99969,43080,21010,122665,21424,19738,99460,9477,120585,502563,43751,1454,99189,63189,7563,59933,3015
2020-08-09,101466,3711,186923,49383,559746,50660,50320,15575,12753,532806,216596,3498,24675,195380,74328,48919,30662,34982,131399,4044,95503,121040,96726,60898,67173,59383,4952,28432,56230,6835,184773,22315,420860,136346,7596,100848,43566,21272,123312,22121,19738,100435,9605,122712,507929,44127,1459,100086,63769,7695,60554,3050
2020-08-10,102391,3774,187523,50028,574231,51038,50567,15634,12807,536961,219025,3638,25104,196699,74992,49165,31183,35254,131961,4051,96258,121315,97306,61516,67649,60359,5017,28696,56972,6840,185031,22444,421336,137562,7713,101731,43963,21488,124221,22821,19934,101159,9663,123914,513939,44390,1462,100749,64260,7757,61061,3042
2020-08-11,103485,3819,188737,50411,578946,51441,50684,15699,12896,542792,222588,3756,25598,198248,75862,49521,31468,35793,133125,4052,96843,121707,98213,61839,68293,61440,5104,29030,57520,6861,185475,22643,422003,138743,7885,102826,44728,21774,125016,23403,20053,102130,9713,124915,522215,44752,1472,101745,64800,7879,61785,3073
2020-08-12,104219,3879,189443,51096,591376,51756,50706,15765,12959,550901,226153,3958,26134,199893,76522,49973,32097,36945,134304,4070,97384,122000,98689,62303,69374,62956,5268,29244,58048,6887,185938,22816,422703,139739,7970,104248,45398,22022,125918,24074,20129,102974,9815,126393,528743,45090,1478,102521,65439,8018,62263,3086
2020-08-13,104976,3963,190794,51766,597984,52219,50782,15967,13024,557137,228668,4312,26629,201727,77565,50373,32484,37686,135439,4089,98160,122423,99856,62993,69986,64429,5407,29660,58650,6921,186594,22987,423440,140824,8171,105426,46103,22300,126905,24446,20240,103909,9897,128511,535743,45424,1484,103622,66254,8163,63206,3119
2020-08-14,106096,4073,191721,52392,613101,52538,50897,16340,13118,563285,231895,4543,27171,204023,78632,51247,33030,38298,136737,4116,98875,122728,100724,63723,70930,65793,5541,29988,59749,6964,187164,23160,424167,142170,8322,106557,46897,22613,127732,25128,20335,104841,10024,130458,545700,45976,1501,104838,66989,8277,64227,3183
2020-08-15,106926,4156,192654,51992,617994,52838,50897,16396,13159,569637,235168,4825,27475,205851,79676,52065,33885,38930,136737,4144,99693,123199,101782,64413,71755,67004,5659,30241,60608,6980,187442,23302,424901,143704,8444,107674,47798,23018,128531,25695,20335,105882,10118,131747,552814,46321,1509,105750,67581,8462,65056,3227
2020-08-16,107667,4259,193537,52665,623873,53176,50897,16451,13220,573416,237030,5042,27656,207412,80415,52447,33885,38930,137918,4168,100212,123593,102259,65152,72136,68196,5750,30372,61305,6988,187455,23408,425508,144952,8587,108287,48342,23262,129070,26006,20335,106497,10274,133708,560484,46652,1515,106687,67854,8567,65741,3286
2020-08-17,109092,4309,194005,53077,629415,53370,51267,16536,13273,576094,238861,5215,27937,209185,81006,52829,34614,39691,138485,4197,100715,123841,102749,65716,72412,69225,5792,30563,61967,7004,187767,23500,425916,145516,8647,109062,48711,23451,129647,26760,20572,106953,10360,134744,565979,46894,1527,107421,68386,8641,66196,3331
