,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macao SAR,Macau,Madagascar,Mainland China,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Ireland,North Macedonia,Norway,Oman,Others,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Ireland,Republic of Korea,Republic of Moldova,Republic of the Congo,Reunion,Romania,Russia,Russian Federation,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,St. Martin,Sudan,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Taiwan*,Tanzania,Thailand,The Bahamas,The Gambia,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,UK,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Vatican City,Venezuela,Viet Nam,Vietnam,West Bank and Gaza,Zambia,Zimbabwe,occupied Palestinian territory
2020-05-21,8677,969,7728,762,58,25,9931,5606,0,7095,16404,3749,97,0,8174,28511,90,33371,56235,18,135,21,5187,2350,29,310087,141,2331,812,199,42,356,123,4288,82742,0,0,436,588,0,57581,84063,18330,469,1835,903,2301,2237,0,1908,0,923,0,8754,11380,712,2047,16,13657,0,35306,15003,1640,903,39,1800,220,399,0,18,6493,183397,0,1567,24,0,721,179021,6269,0,2853,0,22,0,0,2512,0,3067,1109,127,734,12,3204,0,0,3641,1803,118226,20162,129341,0,3877,24391,16624,228006,0,534,16424,0,684,7234,1109,11142,1003,18609,1313,19,1025,1024,240,71,82,1593,3980,9,0,0,405,0,7059,1216,947,599,0,173,332,0,59567,6704,97,140,324,7211,162,18,457,44900,1504,279,924,7016,0,1898,8309,6370,0,48091,0,10116,8,836,108769,13434,20143,29912,0,38651,0,0,0,0,0,17585,317554,0,320,0,15,18,0,18,658,65077,2812,10919,11,585,29812,1502,1468,1594,19137,0,233037,1055,0,3138,11,32172,30694,58,0,0,440,509,3037,0,0,24,354,116,1046,153548,0,160,19706,26898,252246,749,1577487,2964,0,882,0,324,423,866,51,0
2020-05-22,9219,981,7918,762,60,25,10649,5928,0,7099,16436,3855,97,0,8414,30205,90,34303,56511,18,135,21,5579,2372,30,330890,141,2372,814,199,42,362,123,4400,83947,0,0,479,611,0,61857,84081,19131,469,1945,911,2341,2243,0,1916,0,927,0,8813,11428,712,2270,16,13989,0,35828,15786,1725,960,39,1807,225,433,0,18,6537,183814,0,1728,25,0,723,179710,6486,0,2874,0,22,0,0,2743,0,3067,1114,127,812,12,3477,0,0,3678,1803,124794,20796,131652,0,3964,24506,16643,228658,0,544,16513,0,700,7919,1161,11165,1004,19564,1350,19,1030,1086,249,72,82,1604,3981,9,0,0,448,0,7137,1274,969,600,0,200,332,0,62527,6847,97,141,324,7332,164,19,516,45088,1504,279,937,7261,0,1921,8332,6794,0,50694,0,10267,8,838,111698,13597,20619,30200,0,40481,0,0,0,0,0,17712,326448,0,321,0,15,18,0,18,661,67719,2909,11024,11,606,30426,1503,1468,1594,20125,0,234824,1068,0,3378,11,32809,30707,59,0,0,441,509,3037,0,0,24,363,116,1048,154500,0,175,20148,27892,255544,753,1601259,3028,0,944,0,324,423,920,51,0
2020-05-23,10001,989,8113,762,61,25,11353,6302,0,7114,16486,3982,100,0,8802,32078,92,35244,56810,18,135,24,5915,2391,30,347398,141,2408,814,201,42,371,124,4400,85151,0,0,552,648,0,65393,84084,20177,487,2025,918,2366,2243,0,1931,0,927,0,8890,11487,712,2270,16,14422,0,36258,16513,1819,960,39,1821,238,494,0,18,6568,184041,0,1934,25,0,728,179986,6617,0,2876,0,22,0,0,3054,0,3176,1114,127,865,12,3477,0,0,3713,1804,131423,21745,133521,0,4272,24582,16648,229327,0,550,16536,0,704,7919,1192,11190,1025,20464,1365,19,1046,1097,255,75,82,1616,3990,9,0,0,488,0,7185,1313,1015,609,0,227,332,0,65856,6994,98,141,324,7406,168,20,584,45265,1504,279,943,7526,0,1941,8346,7257,0,52437,0,10577,8,850,115754,13777,20931,30471,0,42213,0,0,0,0,0,17857,335882,0,325,0,15,18,0,18,665,70161,2976,11092,11,621,31068,1504,1468,1594,21343,0,235290,1089,0,3628,11,33188,30725,70,0,0,441,509,3040,0,0,24,373,116,1048,155686,0,198,20580,28704,258504,764,1622901,3115,0,1010,0,325,423,920,56,0
2020-05-24,10585,998,8306,762,69,25,12076,6661,0,7114,16503,4122,100,0,9138,33610,92,36198,57092,18,191,24,6263,2401,35,363211,141,2427,814,201,42,380,124,4890,86106,0,0,604,675,0,69102,84095,21175,487,2141,930,2376,2244,0,1941,0,935,0,8955,11559,712,2270,16,14801,0,36756,17265,1915,960,39,1823,250,582,0,18,6579,184260,0,1934,25,0,730,180328,6683,0,2878,0,22,0,0,3424,0,3275,1114,135,865,12,3950,0,0,3741,1804,138536,22271,135701,0,4469,24639,16661,229858,0,552,16550,0,708,8531,1214,11206,1032,21302,1403,19,1047,1114,265,75,82,1623,3992,9,0,0,527,0,7245,1371,1030,610,0,237,334,0,68620,7093,98,141,324,7433,194,21,603,45437,1504,279,945,7839,0,1978,8352,7770,0,54601,0,10926,8,862,119959,14035,21326,30623,0,43714,0,0,0,0,0,18070,344481,0,327,0,15,18,0,18,665,72560,3047,11159,11,707,31616,1509,1468,1594,22583,0,235772,1141,0,3820,11,33459,30736,86,0,0,441,509,3040,0,0,24,381,116,1051,156827,0,198,20986,29485,260916,769,1643456,3164,0,1121,0,325,423,920,56,0
2020-05-25,11176,1004,8503,763,70,25,12628,7113,0,7126,16539,4271,100,0,9171,35585,92,37144,57342,18,191,27,6660,2406,35,374898,141,2433,832,203,42,390,124,4890,87119,0,0,652,687,0,73997,84102,21981,487,2297,951,2423,2244,0,1947,0,937,0,9002,11586,712,2468,16,15073,0,37355,17967,1983,1043,39,1824,256,655,0,18,6599,184585,0,2135,25,0,731,180600,6808,0,2882,0,23,0,0,3760,0,3275,1178,137,958,12,4189,0,0,3756,1804,144950,22750,137724,0,4632,24698,16683,230158,0,556,16581,0,711,8969,1286,11225,1038,21967,1433,19,1049,1119,265,75,82,1635,3993,9,0,0,542,0,7417,1395,1059,611,0,262,334,0,71105,7147,98,141,324,7532,209,21,682,45647,1504,279,951,8068,0,1999,8364,7770,0,56349,0,11183,8,865,123979,14319,21631,30788,0,45465,0,0,0,0,0,18283,353427,0,336,0,15,18,0,18,666,74795,3130,11193,11,735,31960,1511,1469,1689,23615,0,235400,1182,0,3976,11,33843,30746,106,0,0,441,509,3042,0,0,24,386,116,1051,157814,0,222,21245,30307,262547,787,1662601,3189,0,1177,0,326,423,920,56,0
2020-05-26,11834,1029,8697,763,70,25,13228,7402,0,7139,16557,4403,100,0,9366,36751,92,38059,57455,18,208,27,7136,2416,35,391222,141,2443,832,206,42,390,124,5436,88090,0,0,671,700,0,77961,84103,23003,487,2403,956,2477,2244,0,1963,0,939,0,9050,11627,712,2468,16,15264,0,37355,18756,2042,1043,39,1834,261,701,0,18,6628,184840,0,2238,25,0,732,181200,7117,0,2892,0,23,0,0,3954,0,3275,1178,139,1174,12,4401,0,0,3771,1804,150793,23165,139511,0,4848,24735,16733,230555,0,564,16623,0,718,8969,1348,11265,1038,22575,1468,19,1053,1140,266,77,82,1639,3995,9,0,0,586,0,7604,1438,1077,611,0,268,334,0,74560,7305,98,141,324,7577,213,21,772,45780,1504,759,952,8344,0,2014,8383,8118,0,57705,0,11447,8,877,129751,14669,22074,31007,0,47207,0,0,0,0,0,18429,362342,0,339,0,15,18,0,18,666,76726,3161,11227,11,754,32343,1513,1469,1711,24264,0,236259,1319,0,3976,11,34440,30761,121,0,0,441,509,3045,0,0,24,391,116,1051,158762,0,253,21584,31086,266599,789,1681200,3290,0,1211,0,327,429,920,56,0
2020-05-27,12459,1050,8857,763,71,25,13933,7774,0,7150,16591,4568,100,0,9692,38292,92,38956,57592,18,210,28,7768,2435,35,411821,141,2460,845,206,42,390,124,5436,88989,0,0,702,715,0,82289,84106,24104,571,2546,984,2556,2244,0,1974,0,939,0,9086,11680,712,2697,16,15723,0,38103,19666,2109,1043,39,1840,272,731,0,18,6692,185012,0,2319,25,0,735,181524,7303,0,2903,0,23,0,0,4145,0,3275,1195,139,1320,12,4640,0,0,3793,1805,158086,23851,141591,0,5135,24803,16773,231139,0,569,16651,0,720,9304,1471,11344,1047,23267,1520,19,1057,1161,266,99,82,1647,4001,9,0,0,612,0,7619,1457,1116,612,0,292,334,0,78023,7537,98,148,324,7601,227,22,886,45970,1504,759,952,8733,0,2039,8401,8373,0,59151,0,11728,8,884,135905,15049,22473,31292,0,48947,0,0,0,0,0,18594,370680,0,346,0,15,18,0,18,667,78541,3253,11275,11,782,32876,1515,1471,1731,25937,0,236259,1469,0,4346,12,35088,30776,121,0,0,441,509,3054,0,0,24,395,116,1051,159797,0,281,21905,31969,268619,803,1699461,3369,0,1245,0,327,434,1057,132,0
2020-05-28,13039,1076,8997,763,74,25,14702,8216,0,7165,16628,4759,101,0,10052,40321,92,39858,57849,18,210,31,8387,2462,35,438238,141,2477,847,206,42,390,124,5436,89976,0,0,755,726,0,86943,84106,24141,571,2660,1000,2641,2245,0,1983,0,941,0,9140,11712,712,2914,16,16068,0,38471,20793,2194,1043,39,1851,279,831,0,18,6743,188355,0,2431,25,0,738,182196,7303,0,2906,0,23,0,0,4348,0,3553,1195,150,1320,12,4752,0,0,3816,1805,165386,24538,143849,0,5457,24841,16850,231732,0,569,16598,0,728,9576,1618,11402,1048,24112,1594,19,1061,1168,269,105,82,1656,4008,9,0,0,656,0,7629,1513,1194,616,0,346,334,0,81400,7725,98,161,324,7643,233,22,1042,46152,1504,759,955,8915,0,2077,8411,9009,0,61227,0,12131,8,900,141779,15588,22825,31596,0,50914,0,0,0,0,0,18791,379051,0,349,0,15,18,0,25,670,80185,3348,11300,11,812,33249,1520,1473,1828,27403,0,237906,1530,0,4346,12,35727,30796,122,0,0,441,509,3065,0,0,24,422,116,1068,160979,0,317,22382,32532,270508,811,1722027,3444,0,1325,0,327,446,1057,149,0
2020-05-29,13662,1099,9134,764,81,25,15419,8676,0,7184,16655,4989,102,0,10449,42844,92,40764,58061,18,224,31,8731,2485,35,465166,141,2485,847,207,42,405,124,5436,90909,0,0,874,759,0,90638,84123,25406,571,2833,1022,2750,2245,0,2005,0,942,0,9196,11793,712,2914,16,16531,0,38571,22082,2278,1306,39,1859,279,968,0,18,6776,188949,0,2613,25,0,746,182922,7616,0,2909,0,23,0,0,4607,0,3656,1256,150,1584,12,4752,0,0,3841,1805,173491,25216,146668,0,5873,24876,16963,232248,0,575,16673,0,730,9932,1745,11441,1048,25184,1662,19,1064,1172,273,118,82,1662,4012,9,0,0,698,0,7732,1591,1226,616,0,423,335,0,84627,7896,98,179,324,7714,234,23,1212,46328,1504,759,955,9302,0,2129,8422,9820,0,64028,0,12531,8,917,141779,16634,23155,31946,0,52907,0,0,0,0,0,18982,387623,0,355,0,15,18,0,26,671,81766,3429,11354,11,829,33860,1520,1473,1828,29240,0,238564,1558,0,4521,12,36476,30828,122,0,0,442,509,3076,0,0,24,428,116,1071,162120,0,329,22811,33170,272607,816,1746344,3468,0,1370,0,328,446,1057,149,0
2020-05-30,14528,1122,9267,764,84,25,16214,8927,0,7192,16685,5246,102,0,10793,44608,92,41658,58186,18,224,33,9592,2494,35,498440,141,2499,847,224,63,421,125,5904,91681,0,0,962,759,0,94858,84128,26734,571,2966,1047,2799,2246,0,2025,0,944,0,9230,11833,712,3194,16,16908,0,38571,23449,2395,1306,39,1865,283,1063,0,18,6826,190744,0,2655,25,0,757,183189,7768,0,2915,0,23,0,0,4739,0,3706,1256,152,1865,12,5094,0,0,3867,1806,181827,25773,148950,0,6179,24929,16992,232664,0,581,16716,0,734,10382,1888,11468,1064,26192,1722,19,1065,1191,280,130,82,1670,4016,9,0,0,758,0,7762,1672,1250,618,0,483,335,0,87512,8098,99,179,324,7780,244,23,1401,46460,1504,759,956,9855,0,2164,8437,10423,0,66457,0,13018,8,964,155671,17224,23571,32203,0,55262,0,0,0,0,0,19133,396575,0,359,0,15,18,0,26,671,83384,3535,11381,11,852,34366,1521,1473,1916,30967,0,239228,1620,0,4800,14,37113,30845,122,0,0,442,509,3077,0,0,24,433,117,1076,163103,0,413,23204,33896,274219,821,1770745,3546,0,1459,0,328,447,1057,174,0
2020-05-31,15208,1137,9394,764,86,26,16851,9282,0,7202,16731,5494,102,0,11398,47153,92,42556,58381,18,232,43,9982,2510,35,514849,141,2513,847,224,63,435,125,5904,92479,0,0,1011,778,0,99688,84146,27219,611,3070,1056,2833,2246,0,2045,0,944,0,9268,11869,712,3354,16,17285,0,39098,24985,2517,1306,39,1869,285,1172,0,18,6859,190975,0,2655,25,0,783,183410,8070,0,2917,0,23,0,0,5087,0,3706,1256,153,2124,12,5202,0,0,3876,1806,190609,26473,151466,0,6439,24990,17079,232997,0,586,16751,0,739,10858,1962,11503,1064,27043,1748,19,1066,1220,288,156,82,1675,4018,9,0,0,771,0,7819,1773,1265,618,0,530,335,0,90664,8251,99,179,324,7807,254,24,1572,46645,1504,759,958,10162,0,2226,8440,11437,0,69496,0,13463,8,986,164476,18086,23786,32500,0,56910,0,0,0,0,0,19257,405843,0,370,0,15,18,0,26,671,85261,3645,11412,11,861,34884,1521,1473,1976,32683,0,239479,1633,0,5026,23,37542,30862,122,0,0,442,509,3081,0,0,24,442,117,1077,163942,0,417,23672,34557,276156,823,1790455,3623,0,1510,0,328,448,1057,178,0
2020-06-01,15753,1143,9513,765,86,26,17415,9492,0,7221,16733,5662,102,0,11871,49534,92,43403,58517,18,243,43,10531,2524,38,526447,141,2519,847,228,63,458,125,6397,93288,0,0,1069,790,0,105158,84154,29384,611,3195,1084,2951,2246,0,2083,0,949,0,9302,11899,712,3569,16,17572,0,39098,26384,2582,1306,39,1870,293,1257,0,18,6885,191382,0,2655,25,0,794,183594,8070,0,2918,0,23,0,0,5336,0,3844,1339,153,2226,12,5362,0,0,3892,1806,198370,26940,154445,0,6868,25062,17179,233197,0,588,16787,0,746,11308,2021,11541,1064,27762,1817,19,1066,1233,296,168,82,1678,4019,9,0,0,826,0,7857,1829,1315,619,0,588,335,0,93435,8360,99,185,324,7833,254,25,1811,46749,1504,759,958,10578,0,2315,8446,12223,0,72460,0,13837,8,995,170039,18638,24165,32700,0,58433,0,0,0,0,0,19398,414328,0,377,0,15,18,0,26,671,87142,3739,11430,11,865,35292,1522,1473,2023,34357,0,239638,1643,0,5173,44,37814,30871,123,0,0,443,509,3082,0,0,24,443,117,1084,164769,0,457,24562,35192,277736,825,1811220,3702,0,1662,0,328,449,1089,203,0
2020-06-02,16512,1164,9626,844,86,26,18319,10009,0,7229,16759,5935,102,0,12311,52445,92,44255,58615,18,244,47,10991,2535,40,555383,141,2538,881,232,63,466,125,6585,93960,0,0,1069,803,0,108686,84161,30593,611,3326,1105,3024,2246,0,2092,0,952,0,9364,11934,712,3779,18,17752,0,40414,27536,2653,1306,39,1870,294,1344,0,18,6887,190603,0,2803,25,0,796,183879,8297,0,2937,0,23,0,0,5586,0,3886,1339,153,2226,12,5527,0,0,3921,1806,207191,27549,157562,0,7387,25066,17300,233515,0,590,16837,0,755,11571,2093,11590,1064,28649,1845,19,1071,1242,311,182,82,1682,4020,9,0,0,845,0,7877,1841,1351,620,0,668,335,0,97326,8548,99,185,324,7866,307,25,2099,46852,1504,1118,960,10819,0,2391,8455,12799,0,76398,0,14095,8,1013,178165,18997,24395,32895,0,60259,0,0,0,0,0,19517,423186,0,384,0,15,18,0,26,672,89011,3836,11454,11,896,35836,1522,1475,2089,35812,0,239932,1683,0,5310,54,38589,30874,123,0,0,443,509,3083,0,0,24,445,117,1086,165555,0,489,24895,35788,279392,826,1832194,3760,0,1819,0,328,451,1089,206,0
2020-06-03,17270,1184,9733,851,86,26,19268,10524,0,7240,16771,6260,102,0,12815,55140,92,45116,58685,18,244,47,11638,2551,40,584016,141,2560,884,233,63,477,125,6585,94641,0,0,1173,820,0,113628,84160,31935,611,3495,1157,3110,2246,0,2107,0,958,0,9438,11971,712,3935,18,18040,0,40966,28615,2705,1306,39,1880,295,1486,0,18,6911,190905,0,2902,26,0,800,184121,8548,0,2937,0,23,0,0,5760,0,3933,1339,153,2507,12,5690,0,0,3931,1806,216824,28233,160696,0,8168,25111,17397,233836,0,591,16867,0,757,12067,2216,11629,1142,29359,1871,19,1079,1256,316,196,82,1684,4024,9,0,0,908,0,7970,1850,1386,622,0,745,335,0,101238,8795,99,185,324,7922,316,25,2300,46939,1504,1118,961,11166,0,2492,8477,13537,0,80463,0,14609,8,1070,178914,19748,24687,33261,0,62160,0,0,0,0,0,19669,431715,0,397,0,15,18,0,26,674,91182,3932,11523,11,909,36405,1525,1477,2146,37525,0,240326,1749,0,5499,74,40803,30893,123,0,0,443,509,3084,0,0,24,452,117,1087,166422,0,507,25385,36359,281270,828,1851922,3843,0,1952,0,328,457,1089,222,0
2020-06-04,18057,1197,9831,852,86,26,20197,11221,0,7247,16805,6522,102,0,13296,57563,92,45981,58767,18,261,47,12245,2594,40,614941,141,2585,885,236,63,502,125,6789,95269,0,0,1288,828,0,118292,84171,33466,611,3644,1194,3262,2247,0,2119,0,958,0,9494,12011,712,4054,18,18319,0,40966,29767,2781,1306,39,1890,300,1636,0,18,6911,191737,0,2955,26,0,801,184472,8885,0,2952,0,23,0,0,6154,0,3991,1339,153,2640,12,5880,0,0,3954,1806,226713,28818,164270,0,8840,25142,17539,234013,0,591,16911,0,765,12067,2340,11668,1142,29921,1899,19,1082,1306,321,209,82,1687,4027,9,0,0,957,0,8247,1872,1461,622,0,784,335,0,105680,9018,99,186,324,8003,352,25,2634,47148,1504,1118,963,11516,0,2611,8504,14316,0,85264,0,15044,8,1086,183198,20382,25048,33592,0,63741,0,0,0,0,0,19907,440538,0,410,0,15,19,0,26,678,93157,4021,11571,11,914,36922,1526,1477,2204,40792,0,240660,1797,0,5714,82,41883,30913,124,0,0,443,509,3101,0,0,24,465,117,1087,167410,0,522,25981,37018,283079,832,1873182,3939,0,2087,0,328,464,1089,237,0
2020-06-05,18972,1212,9935,852,86,26,21037,11817,0,7252,16843,6860,102,0,13835,60391,92,46868,58907,19,261,48,12728,2606,40,645771,141,2627,888,236,63,536,125,7392,95947,0,0,1451,836,0,122499,84177,36759,635,3764,1228,3431,2247,0,2133,0,960,0,9529,12075,712,4123,18,18708,0,41575,31115,2849,1306,39,1910,305,1805,0,18,6941,192318,0,3101,26,0,805,184924,9168,0,2967,0,23,0,0,6485,0,4060,1368,153,2740,12,5971,0,0,3970,1806,236184,29521,167156,0,9846,25163,17666,234531,0,595,16958,0,784,12312,2474,11719,1142,30644,1936,19,1085,1312,334,239,82,1694,4032,9,0,0,975,0,8266,1883,1485,625,0,883,337,0,110026,9247,99,191,324,8071,354,25,2912,47358,1504,1118,966,11844,0,2790,8522,15086,0,89249,0,15463,8,1087,187400,20626,25410,33969,0,65495,0,0,0,0,0,20103,449256,0,420,0,15,19,0,26,680,95748,4155,11667,11,929,37183,1526,1479,2204,43434,0,240978,1801,0,5865,90,42939,30936,124,0,0,443,509,3102,0,0,24,485,117,1087,168340,0,557,26542,37642,284734,834,1903633,4007,0,2145,0,328,464,1089,265,0
2020-06-06,19554,1232,10050,852,88,26,22020,12364,0,7259,16898,7239,103,0,14383,63026,92,47751,59072,19,261,48,13358,2606,40,672846,141,2711,888,240,83,542,125,7599,96475,0,0,1570,836,0,127745,84186,36759,683,3878,1263,3557,2247,0,2173,0,960,0,9567,12124,712,4169,18,19195,0,42728,32612,2934,1306,39,1931,322,1934,0,18,6964,192890,0,3101,26,0,808,185450,9462,0,2980,0,23,0,0,6792,0,4117,1368,154,3072,12,6155,0,0,3990,1806,246622,30514,169425,0,11098,25183,17744,234801,0,596,17000,0,795,12511,2600,11776,1142,31131,1974,19,1086,1320,345,256,82,1705,4035,9,0,0,1026,0,8303,1901,1523,627,0,947,337,0,113619,9511,99,193,324,8151,409,29,3235,47541,1504,1118,970,12233,0,2915,8531,16016,0,93983,0,16004,8,1090,191758,21340,25986,34351,0,67195,0,0,0,0,0,20290,458102,0,431,0,15,19,0,26,680,98869,4249,11741,11,946,37527,1528,1484,2289,45973,0,241310,1814,0,6081,100,43887,30956,125,0,0,443,509,3104,0,0,24,487,117,1087,169218,0,593,27101,38268,286294,845,1926433,4094,0,2316,0,329,464,1089,279,0
2020-06-07,20345,1246,10154,852,91,26,22794,13130,0,7265,16902,7553,103,0,14763,65769,92,48630,59226,19,261,59,13643,2606,40,691758,141,2727,889,242,83,554,126,7908,97178,0,0,1634,837,0,134150,84191,38149,683,4016,1318,3739,2247,0,2191,0,964,0,9628,12148,712,4207,18,19600,0,43120,34079,3015,1306,39,1939,333,2020,0,18,6981,193231,0,3101,26,0,809,185750,9638,0,2997,0,23,0,0,7055,0,4117,1368,154,3334,12,6327,0,0,4008,1807,257486,31186,171789,0,12366,25201,17884,234998,0,598,17039,0,808,12694,2767,11814,1142,31848,2007,19,1088,1331,359,256,82,1714,4039,9,0,0,1052,0,8322,1903,1533,629,0,1049,337,0,117103,9700,99,193,324,8224,424,29,3448,47780,1504,1118,973,12486,0,3025,8547,16882,0,98943,0,16425,8,1135,196515,21895,26561,34693,0,68790,0,0,0,0,0,20479,467073,0,439,0,15,19,0,27,680,101914,4328,11823,11,969,37910,1528,1485,2334,48285,0,241550,1835,0,6081,122,44730,30965,141,0,0,443,509,3112,0,0,24,495,117,1087,170132,0,616,27599,38808,287621,845,1944513,4331,0,2377,0,331,472,1089,282,0
2020-06-08,20920,1263,10265,852,92,26,23620,13325,0,7267,16968,7876,103,0,15417,68504,92,49453,59348,19,288,59,13949,2704,42,707412,141,2810,890,244,83,567,126,8060,97779,0,0,1850,839,0,138846,84195,40847,683,4106,1342,3881,2247,0,2200,0,970,0,9697,12162,712,4278,18,20126,0,43378,35444,3104,1306,39,1940,340,2156,0,18,7001,193505,0,3101,28,0,812,186109,9910,0,3049,0,23,0,0,7502,0,4216,1389,154,3538,12,6450,0,0,4014,1807,265928,32033,173832,0,13481,25207,18063,235278,0,599,17060,0,831,12859,2872,11852,1263,32510,2032,19,1088,1350,370,332,82,1720,4040,9,0,0,1094,0,8329,1916,1547,630,0,1104,337,0,120102,9807,99,194,324,8302,433,31,3762,47945,1504,1118,973,12801,0,3152,8561,17486,0,108317,0,16854,8,1145,199696,22474,27160,34885,0,70158,0,0,0,0,0,20604,476043,0,451,0,15,19,0,27,687,105283,4427,11896,11,1001,38296,1530,1485,2368,50879,0,241717,1857,0,6242,128,45133,30972,144,0,0,443,509,3119,0,0,24,497,117,1087,171121,0,646,28077,39376,288834,845,1962065,4440,0,2473,0,332,473,1200,287,0
2020-06-09,21462,1299,10382,852,96,26,24761,13675,0,7274,16979,8191,103,0,15731,71675,92,50265,59437,20,305,59,14644,2728,42,739503,141,2889,891,246,83,585,126,8312,98241,0,0,1850,844,0,142759,84198,40847,728,4259,1375,3995,2247,0,2205,0,972,0,9751,12201,712,4331,18,20415,0,43917,36829,3191,1306,39,1947,371,2336,0,18,7025,193864,0,3247,28,0,818,186506,10201,0,3058,0,23,0,0,7866,0,4258,1389,156,3662,12,6935,0,0,4017,1807,276146,33076,175927,0,14268,25215,18236,235561,0,605,17111,0,845,13074,2989,11902,1263,33140,2055,19,1089,1368,383,359,82,1727,4046,9,0,0,1138,0,8336,1942,1586,632,0,1162,337,0,124301,10025,99,194,324,8437,453,31,4086,48109,1504,1464,974,13464,0,3239,8576,18198,0,113702,0,17233,8,1187,203736,22992,27560,35306,0,71879,0,0,0,0,0,20749,484630,0,463,0,15,19,0,27,688,108571,4516,11965,11,1025,38514,1531,1486,2416,52991,0,241966,1859,0,6427,137,45924,30988,146,0,0,443,509,3121,0,0,24,501,117,1087,172114,0,657,28479,39904,290581,846,1980180,4520,0,2632,0,332,481,1200,314,0
2020-06-10,22146,1341,10484,852,113,26,25987,14103,0,7285,17005,8530,103,0,16200,74865,96,51066,59569,20,305,59,15281,2775,48,772416,141,2993,891,248,83,615,126,8681,98720,0,0,1888,846,0,148456,84209,42206,728,4390,1461,4181,2249,0,2211,0,974,0,9824,12216,712,4373,18,20808,0,44440,38284,3274,1306,41,1958,398,2506,0,18,7040,194489,0,3375,28,0,827,186522,10201,0,3068,0,23,0,0,8221,0,4258,1389,156,3796,12,7360,0,0,4027,1807,276583,34316,177938,0,15414,25231,18476,235763,0,605,17146,0,863,13319,3094,11947,1298,33823,2093,19,1092,1388,397,378,82,1733,4049,9,0,0,1162,0,8338,1962,1667,635,0,1283,337,0,129184,10321,99,194,324,8508,472,31,4364,48294,1504,1464,974,13873,0,3364,8594,18887,0,113702,0,17889,8,1202,208823,23732,27842,35600,0,73595,0,0,0,0,0,20945,493023,0,476,0,15,19,0,27,691,112288,4640,12031,11,1062,38965,1533,1488,2452,55421,0,242280,1869,0,6582,144,46814,31011,152,0,0,443,509,3125,0,0,24,522,117,1087,173036,0,665,29015,40507,291588,847,2001671,4623,0,2738,0,332,485,1200,320,0
